Node_No,X,Y,Z,Total Deformation
601,0.0039,0.0087,0.0000,0.0095
602,0.0048,0.0082,0.0000,0.0095
603,0.0056,0.0077,0.0000,0.0095
604,0.0064,0.0071,0.0000,0.0095
605,0.0071,0.0064,0.0000,0.0095
606,0.0077,0.0056,0.0000,0.0095
607,0.0082,0.0048,0.0000,0.0095
608,0.0087,0.0039,0.0000,0.0095
609,0.0090,0.0029,0.0000,0.0095
610,0.0093,0.0020,0.0000,0.0095
611,0.0095,0.0010,0.0000,0.0095
612,0.0125,0.0217,-0.0050,0.0255
613,0.0125,0.0217,-0.0010,0.0250
614,0.0125,0.0217,-0.0040,0.0253
615,0.0125,0.0217,-0.0030,0.0252
616,0.0125,0.0217,-0.0020,0.0251
617,0.0125,-0.0217,-0.0050,0.0255
618,0.0118,0.0220,-0.0050,0.0255
619,0.0107,0.0226,-0.0050,0.0255
620,0.0098,0.0230,-0.0050,0.0255
621,0.0090,0.0233,-0.0050,0.0255
622,0.0082,0.0236,-0.0050,0.0255
623,0.0070,0.0240,-0.0050,0.0255
624,0.0061,0.0243,-0.0050,0.0255
625,0.0051,0.0245,-0.0050,0.0255
626,0.0041,0.0247,-0.0050,0.0255
627,0.0031,0.0248,-0.0050,0.0255
628,0.0021,0.0249,-0.0050,0.0255
629,0.0011,0.0250,-0.0050,0.0255
630,0.0001,0.0250,-0.0050,0.0255
631,-0.0009,0.0250,-0.0050,0.0255
632,-0.0019,0.0249,-0.0050,0.0255
633,-0.0029,0.0248,-0.0050,0.0255
634,-0.0039,0.0247,-0.0050,0.0255
635,-0.0048,0.0245,-0.0050,0.0255
636,-0.0058,0.0243,-0.0050,0.0255
637,-0.0068,0.0241,-0.0050,0.0255
638,-0.0077,0.0238,-0.0050,0.0255
639,-0.0087,0.0235,-0.0050,0.0255
640,-0.0096,0.0231,-0.0050,0.0255
641,-0.0105,0.0227,-0.0050,0.0255
642,-0.0114,0.0223,-0.0050,0.0255
643,-0.0123,0.0218,-0.0050,0.0255
644,-0.0131,0.0213,-0.0050,0.0255
645,-0.0140,0.0207,-0.0050,0.0255
646,-0.0148,0.0202,-0.0050,0.0255
647,-0.0156,0.0196,-0.0050,0.0255
648,-0.0164,0.0189,-0.0050,0.0255
649,-0.0171,0.0182,-0.0050,0.0255
650,-0.0178,0.0175,-0.0050,0.0255
651,-0.0185,0.0168,-0.0050,0.0255
652,-0.0192,0.0161,-0.0050,0.0255
653,-0.0198,0.0153,-0.0050,0.0255
654,-0.0204,0.0145,-0.0050,0.0255
655,-0.0209,0.0137,-0.0050,0.0255
656,-0.0215,0.0128,-0.0050,0.0255
657,-0.0220,0.0120,-0.0050,0.0255
658,-0.0224,0.0111,-0.0050,0.0255
659,-0.0228,0.0102,-0.0050,0.0255
660,-0.0232,0.0093,-0.0050,0.0255
661,-0.0236,0.0083,-0.0050,0.0255
662,-0.0239,0.0073,-0.0050,0.0255
663,-0.0242,0.0064,-0.0050,0.0255
664,-0.0244,0.0054,-0.0050,0.0255
665,-0.0246,0.0045,-0.0050,0.0255
666,-0.0248,0.0035,-0.0050,0.0255
667,-0.0249,0.0025,-0.0050,0.0255
668,-0.0250,0.0015,-0.0050,0.0255
669,-0.0250,0.0005,-0.0050,0.0255
670,-0.0250,-0.0005,-0.0050,0.0255
671,-0.0250,-0.0015,-0.0050,0.0255
672,-0.0249,-0.0025,-0.0050,0.0255
673,-0.0248,-0.0035,-0.0050,0.0255
674,-0.0246,-0.0045,-0.0050,0.0255
675,-0.0244,-0.0054,-0.0050,0.0255
676,-0.0242,-0.0064,-0.0050,0.0255
677,-0.0239,-0.0074,-0.0050,0.0255
678,-0.0236,-0.0083,-0.0050,0.0255
679,-0.0232,-0.0093,-0.0050,0.0255
680,-0.0228,-0.0102,-0.0050,0.0255
681,-0.0224,-0.0111,-0.0050,0.0255
682,-0.0220,-0.0120,-0.0050,0.0255
683,-0.0215,-0.0128,-0.0050,0.0255
684,-0.0209,-0.0137,-0.0050,0.0255
685,-0.0204,-0.0145,-0.0050,0.0255
686,-0.0198,-0.0153,-0.0050,0.0255
687,-0.0192,-0.0161,-0.0050,0.0255
688,-0.0185,-0.0168,-0.0050,0.0255
689,-0.0178,-0.0175,-0.0050,0.0255
690,-0.0171,-0.0182,-0.0050,0.0255
691,-0.0164,-0.0189,-0.0050,0.0255
692,-0.0156,-0.0196,-0.0050,0.0255
693,-0.0148,-0.0202,-0.0050,0.0255
694,-0.0140,-0.0207,-0.0050,0.0255
695,-0.0131,-0.0213,-0.0050,0.0255
696,-0.0123,-0.0218,-0.0050,0.0255
697,-0.0114,-0.0223,-0.0050,0.0255
698,-0.0105,-0.0227,-0.0050,0.0255
699,-0.0096,-0.0231,-0.0050,0.0255
700,-0.0087,-0.0235,-0.0050,0.0255
701,-0.0077,-0.0238,-0.0050,0.0255
702,-0.0069,-0.0240,-0.0050,0.0255
703,-0.0058,-0.0243,-0.0050,0.0255
704,-0.0048,-0.0245,-0.0050,0.0255
705,-0.0039,-0.0247,-0.0050,0.0255
706,-0.0029,-0.0248,-0.0050,0.0255
707,-0.0019,-0.0249,-0.0050,0.0255
708,-0.0009,-0.0250,-0.0050,0.0255
709,0.0001,-0.0250,-0.0050,0.0255
710,0.0012,-0.0250,-0.0050,0.0255
711,0.0021,-0.0249,-0.0050,0.0255
712,0.0031,-0.0248,-0.0050,0.0255
713,0.0041,-0.0247,-0.0050,0.0255
714,0.0051,-0.0245,-0.0050,0.0255
715,0.0061,-0.0243,-0.0050,0.0255
716,0.0070,-0.0240,-0.0050,0.0255
717,0.0080,-0.0237,-0.0050,0.0255
718,0.0089,-0.0234,-0.0050,0.0255
719,0.0098,-0.0230,-0.0050,0.0255
720,0.0107,-0.0226,-0.0050,0.0255
721,0.0116,-0.0221,-0.0050,0.0255
722,0.0125,-0.0217,-0.0010,0.0250
723,0.0125,-0.0217,-0.0040,0.0253
724,0.0125,-0.0217,-0.0030,0.0252
725,0.0125,-0.0217,-0.0020,0.0251
726,0.0116,-0.0221,-0.0010,0.0250
727,0.0107,-0.0226,-0.0010,0.0250
728,0.0098,-0.0230,-0.0010,0.0250
729,0.0091,-0.0233,-0.0010,0.0250
730,0.0080,-0.0237,-0.0010,0.0250
731,0.0070,-0.0240,-0.0010,0.0250
732,0.0061,-0.0243,-0.0010,0.0250
733,0.0051,-0.0245,-0.0010,0.0250
734,0.0041,-0.0247,-0.0010,0.0250
735,0.0031,-0.0248,-0.0010,0.0250
736,0.0021,-0.0249,-0.0010,0.0250
737,0.0011,-0.0250,-0.0010,0.0250
738,0.0001,-0.0250,-0.0010,0.0250
739,-0.0009,-0.0250,-0.0010,0.0250
740,-0.0019,-0.0249,-0.0010,0.0250
741,-0.0029,-0.0248,-0.0010,0.0250
742,-0.0039,-0.0247,-0.0010,0.0250
743,-0.0048,-0.0245,-0.0010,0.0250
744,-0.0058,-0.0243,-0.0010,0.0250
745,-0.0068,-0.0241,-0.0010,0.0250
746,-0.0077,-0.0238,-0.0010,0.0250
747,-0.0087,-0.0235,-0.0010,0.0250
748,-0.0096,-0.0231,-0.0010,0.0250
749,-0.0105,-0.0227,-0.0010,0.0250
750,-0.0114,-0.0223,-0.0010,0.0250
751,-0.0123,-0.0218,-0.0010,0.0250
752,-0.0131,-0.0213,-0.0010,0.0250
753,-0.0140,-0.0207,-0.0010,0.0250
754,-0.0148,-0.0202,-0.0010,0.0250
755,-0.0156,-0.0196,-0.0010,0.0250
756,-0.0164,-0.0189,-0.0010,0.0250
757,-0.0171,-0.0182,-0.0010,0.0250
758,-0.0178,-0.0175,-0.0010,0.0250
759,-0.0185,-0.0168,-0.0010,0.0250
760,-0.0190,-0.0163,-0.0010,0.0250
761,-0.0197,-0.0155,-0.0010,0.0250
762,-0.0204,-0.0145,-0.0010,0.0250
763,-0.0209,-0.0137,-0.0010,0.0250
764,-0.0215,-0.0128,-0.0010,0.0250
765,-0.0220,-0.0120,-0.0010,0.0250
766,-0.0224,-0.0111,-0.0010,0.0250
767,-0.0228,-0.0102,-0.0010,0.0250
768,-0.0232,-0.0093,-0.0010,0.0250
769,-0.0236,-0.0083,-0.0010,0.0250
770,-0.0239,-0.0074,-0.0010,0.0250
771,-0.0242,-0.0064,-0.0010,0.0250
772,-0.0244,-0.0054,-0.0010,0.0250
773,-0.0246,-0.0045,-0.0010,0.0250
774,-0.0248,-0.0035,-0.0010,0.0250
775,-0.0249,-0.0025,-0.0010,0.0250
776,-0.0250,-0.0015,-0.0010,0.0250
777,-0.0250,-0.0005,-0.0010,0.0250
778,-0.0250,0.0005,-0.0010,0.0250
779,-0.0250,0.0015,-0.0010,0.0250
780,-0.0249,0.0025,-0.0010,0.0250
781,-0.0248,0.0035,-0.0010,0.0250
782,-0.0246,0.0045,-0.0010,0.0250
783,-0.0244,0.0053,-0.0010,0.0250
784,-0.0242,0.0063,-0.0010,0.0250
785,-0.0239,0.0073,-0.0010,0.0250
786,-0.0236,0.0083,-0.0010,0.0250
787,-0.0232,0.0093,-0.0010,0.0250
788,-0.0228,0.0102,-0.0010,0.0250
789,-0.0224,0.0111,-0.0010,0.0250
790,-0.0220,0.0120,-0.0010,0.0250
791,-0.0215,0.0128,-0.0010,0.0250
792,-0.0209,0.0137,-0.0010,0.0250
793,-0.0204,0.0145,-0.0010,0.0250
794,-0.0198,0.0153,-0.0010,0.0250
795,-0.0192,0.0161,-0.0010,0.0250
796,-0.0185,0.0168,-0.0010,0.0250
797,-0.0178,0.0175,-0.0010,0.0250
798,-0.0171,0.0182,-0.0010,0.0250
799,-0.0164,0.0189,-0.0010,0.0250
800,-0.0156,0.0196,-0.0010,0.0250
801,-0.0148,0.0202,-0.0010,0.0250
802,-0.0140,0.0207,-0.0010,0.0250
803,-0.0131,0.0213,-0.0010,0.0250
804,-0.0123,0.0218,-0.0010,0.0250
805,-0.0114,0.0223,-0.0010,0.0250
806,-0.0105,0.0227,-0.0010,0.0250
807,-0.0096,0.0231,-0.0010,0.0250
808,-0.0087,0.0235,-0.0010,0.0250
809,-0.0077,0.0238,-0.0010,0.0250
810,-0.0068,0.0241,-0.0010,0.0250
811,-0.0058,0.0243,-0.0010,0.0250
812,-0.0048,0.0245,-0.0010,0.0250
813,-0.0039,0.0247,-0.0010,0.0250
814,-0.0029,0.0248,-0.0010,0.0250
815,-0.0019,0.0249,-0.0010,0.0250
816,-0.0009,0.0250,-0.0010,0.0250
817,0.0001,0.0250,-0.0010,0.0250
818,0.0011,0.0250,-0.0010,0.0250
819,0.0021,0.0249,-0.0010,0.0250
820,0.0031,0.0248,-0.0010,0.0250
821,0.0040,0.0247,-0.0010,0.0250
822,0.0051,0.0245,-0.0010,0.0250
823,0.0061,0.0243,-0.0010,0.0250
824,0.0070,0.0240,-0.0010,0.0250
825,0.0080,0.0237,-0.0010,0.0250
826,0.0089,0.0234,-0.0010,0.0250
827,0.0098,0.0230,-0.0010,0.0250
828,0.0107,0.0226,-0.0010,0.0250
829,0.0116,0.0221,-0.0010,0.0250
830,0.0275,0.0130,-0.0050,0.0308
831,0.0275,0.0130,-0.0010,0.0304
832,0.0275,0.0130,-0.0040,0.0307
833,0.0275,0.0130,-0.0030,0.0306
834,0.0275,0.0130,-0.0020,0.0305
835,0.0267,0.0135,-0.0050,0.0303
836,0.0258,0.0140,-0.0050,0.0298
837,0.0250,0.0144,-0.0050,0.0293
838,0.0242,0.0149,-0.0050,0.0288
839,0.0233,0.0154,-0.0050,0.0284
840,0.0225,0.0159,-0.0050,0.0280
841,0.0217,0.0164,-0.0050,0.0276
842,0.0208,0.0168,-0.0050,0.0272
843,0.0200,0.0173,-0.0050,0.0269
844,0.0192,0.0178,-0.0050,0.0266
845,0.0183,0.0183,-0.0050,0.0264
846,0.0175,0.0188,-0.0050,0.0261
847,0.0167,0.0193,-0.0050,0.0260
848,0.0158,0.0197,-0.0050,0.0258
849,0.0150,0.0202,-0.0050,0.0257
850,0.0142,0.0207,-0.0050,0.0256
851,0.0133,0.0212,-0.0050,0.0255
852,0.0133,0.0212,-0.0010,0.0250
853,0.0143,0.0206,-0.0010,0.0251
854,0.0150,0.0202,-0.0010,0.0252
855,0.0158,0.0197,-0.0010,0.0253
856,0.0167,0.0193,-0.0010,0.0255
857,0.0176,0.0187,-0.0010,0.0257
858,0.0183,0.0183,-0.0010,0.0259
859,0.0192,0.0178,-0.0010,0.0262
860,0.0200,0.0173,-0.0010,0.0265
861,0.0208,0.0168,-0.0010,0.0268
862,0.0217,0.0164,-0.0010,0.0272
863,0.0225,0.0159,-0.0010,0.0276
864,0.0233,0.0154,-0.0010,0.0280
865,0.0242,0.0149,-0.0010,0.0284
866,0.0250,0.0144,-0.0010,0.0289
867,0.0258,0.0140,-0.0010,0.0294
868,0.0267,0.0135,-0.0010,0.0299
869,0.0275,-0.0130,-0.0050,0.0308
870,0.0275,-0.0130,-0.0010,0.0304
871,0.0275,-0.0130,-0.0040,0.0307
872,0.0275,-0.0130,-0.0030,0.0306
873,0.0275,-0.0130,-0.0018,0.0305
874,0.0283,-0.0125,-0.0050,0.0314
875,0.0291,-0.0119,-0.0050,0.0319
876,0.0299,-0.0113,-0.0050,0.0323
877,0.0306,-0.0106,-0.0050,0.0328
878,0.0313,-0.0099,-0.0050,0.0332
879,0.0320,-0.0091,-0.0050,0.0336
880,0.0325,-0.0083,-0.0050,0.0339
881,0.0330,-0.0075,-0.0050,0.0342
882,0.0335,-0.0066,-0.0050,0.0345
883,0.0339,-0.0057,-0.0050,0.0347
884,0.0342,-0.0048,-0.0050,0.0349
885,0.0345,-0.0039,-0.0050,0.0351
886,0.0347,-0.0029,-0.0050,0.0352
887,0.0349,-0.0020,-0.0050,0.0353
888,0.0350,-0.0010,-0.0050,0.0353
889,0.0350,0.0000,-0.0050,0.0354
890,0.0350,0.0010,-0.0050,0.0353
891,0.0349,0.0020,-0.0050,0.0353
892,0.0347,0.0029,-0.0050,0.0352
893,0.0345,0.0039,-0.0050,0.0351
894,0.0342,0.0048,-0.0050,0.0349
895,0.0339,0.0057,-0.0050,0.0347
896,0.0335,0.0066,-0.0050,0.0345
897,0.0330,0.0075,-0.0050,0.0342
898,0.0325,0.0083,-0.0050,0.0339
899,0.0319,0.0091,-0.0050,0.0336
900,0.0313,0.0099,-0.0050,0.0332
901,0.0306,0.0106,-0.0050,0.0328
902,0.0299,0.0113,-0.0050,0.0323
903,0.0291,0.0119,-0.0050,0.0319
904,0.0283,0.0125,-0.0050,0.0314
905,0.0283,0.0125,-0.0010,0.0310
906,0.0291,0.0119,-0.0010,0.0315
907,0.0299,0.0113,-0.0010,0.0320
908,0.0306,0.0106,-0.0010,0.0324
909,0.0313,0.0099,-0.0010,0.0328
910,0.0319,0.0091,-0.0010,0.0332
911,0.0325,0.0083,-0.0010,0.0335
912,0.0330,0.0075,-0.0010,0.0338
913,0.0335,0.0066,-0.0010,0.0341
914,0.0339,0.0057,-0.0010,0.0344
915,0.0342,0.0048,-0.0010,0.0346
916,0.0345,0.0039,-0.0010,0.0347
917,0.0349,0.0020,-0.0010,0.0349
918,0.0350,0.0010,-0.0010,0.0350
919,0.0350,0.0000,-0.0010,0.0350
920,0.0350,-0.0010,-0.0010,0.0350
921,0.0349,-0.0020,-0.0010,0.0349
922,0.0347,-0.0029,-0.0010,0.0348
923,0.0345,-0.0039,-0.0010,0.0347
924,0.0342,-0.0048,-0.0010,0.0346
925,0.0339,-0.0057,-0.0010,0.0344
926,0.0335,-0.0066,-0.0010,0.0341
927,0.0330,-0.0075,-0.0010,0.0338
928,0.0325,-0.0083,-0.0010,0.0335
929,0.0319,-0.0091,-0.0010,0.0332
930,0.0313,-0.0099,-0.0010,0.0328
931,0.0306,-0.0106,-0.0010,0.0324
932,0.0299,-0.0113,-0.0010,0.0320
933,0.0291,-0.0119,-0.0010,0.0315
934,0.0283,-0.0125,-0.0010,0.0309
935,0.0133,-0.0212,-0.0050,0.0255
936,0.0142,-0.0207,-0.0050,0.0256
937,0.0150,-0.0202,-0.0050,0.0257
938,0.0158,-0.0197,-0.0050,0.0258
939,0.0167,-0.0193,-0.0050,0.0260
940,0.0175,-0.0188,-0.0050,0.0261
941,0.0183,-0.0183,-0.0050,0.0264
942,0.0192,-0.0178,-0.0050,0.0266
943,0.0200,-0.0173,-0.0050,0.0269
944,0.0208,-0.0168,-0.0050,0.0272
945,0.0217,-0.0164,-0.0050,0.0276
946,0.0225,-0.0159,-0.0050,0.0280
947,0.0233,-0.0154,-0.0050,0.0284
948,0.0242,-0.0149,-0.0050,0.0288
949,0.0250,-0.0144,-0.0050,0.0293
950,0.0258,-0.0140,-0.0050,0.0298
951,0.0267,-0.0135,-0.0050,0.0303
952,0.0267,-0.0135,-0.0010,0.0299
953,0.0258,-0.0140,-0.0010,0.0294
954,0.0250,-0.0144,-0.0010,0.0289
955,0.0242,-0.0149,-0.0010,0.0284
956,0.0233,-0.0154,-0.0010,0.0280
957,0.0225,-0.0159,-0.0010,0.0276
958,0.0217,-0.0164,-0.0010,0.0272
959,0.0208,-0.0168,-0.0010,0.0268
960,0.0200,-0.0173,-0.0010,0.0265
961,0.0192,-0.0178,-0.0010,0.0262
962,0.0183,-0.0183,-0.0010,0.0259
963,0.0175,-0.0188,-0.0010,0.0257
964,0.0167,-0.0193,-0.0010,0.0255
965,0.0158,-0.0197,-0.0010,0.0253
966,0.0149,-0.0203,-0.0010,0.0252
967,0.0142,-0.0207,-0.0010,0.0251
968,0.0133,-0.0212,-0.0010,0.0250
969,0.0190,0.0000,-0.0070,0.0202
970,0.0191,0.0010,-0.0070,0.0203
971,0.0193,0.0020,-0.0070,0.0207
972,0.0197,0.0029,-0.0070,0.0211
973,0.0203,0.0037,-0.0070,0.0218
974,0.0209,0.0044,-0.0070,0.0225
975,0.0217,0.0050,-0.0070,0.0234
976,0.0226,0.0055,-0.0070,0.0243
977,0.0235,0.0058,-0.0070,0.0252
978,0.0245,0.0060,-0.0070,0.0262
979,0.0255,0.0060,-0.0070,0.0271
980,0.0265,0.0058,-0.0070,0.0280
981,0.0274,0.0055,-0.0070,0.0288
982,0.0283,0.0050,-0.0070,0.0296
983,0.0291,0.0044,-0.0070,0.0302
984,0.0297,0.0037,-0.0070,0.0308
985,0.0303,0.0029,-0.0070,0.0312
986,0.0307,0.0020,-0.0070,0.0315
987,0.0309,0.0010,-0.0070,0.0317
988,0.0310,0.0000,-0.0070,0.0318
989,0.0309,-0.0010,-0.0070,0.0317
990,0.0307,-0.0020,-0.0070,0.0315
991,0.0303,-0.0029,-0.0070,0.0312
992,0.0297,-0.0037,-0.0070,0.0308
993,0.0291,-0.0044,-0.0070,0.0302
994,0.0283,-0.0050,-0.0070,0.0296
995,0.0274,-0.0055,-0.0070,0.0288
996,0.0265,-0.0058,-0.0070,0.0280
997,0.0255,-0.0060,-0.0070,0.0271
998,0.0245,-0.0060,-0.0070,0.0262
999,0.0235,-0.0058,-0.0070,0.0252
1000,0.0226,-0.0055,-0.0070,0.0243
1001,0.0217,-0.0050,-0.0070,0.0234
1002,0.0209,-0.0044,-0.0070,0.0225
1003,0.0203,-0.0037,-0.0070,0.0218
1004,0.0197,-0.0029,-0.0070,0.0211
1005,0.0193,-0.0020,-0.0070,0.0207
1006,0.0191,-0.0010,-0.0070,0.0203
1007,0.0190,0.0000,-0.0150,0.0242
1008,0.0191,-0.0010,-0.0150,0.0243
1009,0.0193,-0.0020,-0.0150,0.0245
1010,0.0197,-0.0029,-0.0150,0.0249
1011,0.0203,-0.0037,-0.0150,0.0255
1012,0.0209,-0.0044,-0.0150,0.0261
1013,0.0217,-0.0050,-0.0150,0.0269
1014,0.0226,-0.0055,-0.0150,0.0277
1015,0.0235,-0.0058,-0.0150,0.0285
1016,0.0245,-0.0060,-0.0150,0.0293
1017,0.0255,-0.0060,-0.0150,0.0302
1018,0.0265,-0.0058,-0.0150,0.0310
1019,0.0274,-0.0055,-0.0150,0.0317
1020,0.0283,-0.0050,-0.0150,0.0324
1021,0.0291,-0.0044,-0.0150,0.0330
1022,0.0297,-0.0037,-0.0150,0.0335
1023,0.0303,-0.0029,-0.0150,0.0339
1024,0.0307,-0.0020,-0.0150,0.0342
1025,0.0309,-0.0010,-0.0150,0.0344
1026,0.0310,0.0000,-0.0150,0.0344
1027,0.0309,0.0010,-0.0150,0.0344
1028,0.0307,0.0020,-0.0150,0.0342
1029,0.0303,0.0029,-0.0150,0.0339
1030,0.0297,0.0037,-0.0150,0.0335
1031,0.0291,0.0044,-0.0150,0.0330
1032,0.0283,0.0050,-0.0150,0.0324
1033,0.0274,0.0055,-0.0150,0.0317
1034,0.0265,0.0058,-0.0150,0.0310
1035,0.0255,0.0060,-0.0150,0.0302
1036,0.0245,0.0060,-0.0150,0.0293
1037,0.0235,0.0058,-0.0150,0.0285
1038,0.0226,0.0055,-0.0150,0.0277
1039,0.0217,0.0050,-0.0150,0.0269
1040,0.0209,0.0044,-0.0150,0.0261
1041,0.0203,0.0037,-0.0150,0.0255
1042,0.0197,0.0029,-0.0150,0.0249
1043,0.0193,0.0020,-0.0150,0.0245
1044,0.0191,0.0010,-0.0150,0.0243
1045,0.0120,0.0208,-0.0160,0.0288
1046,0.0120,-0.0208,-0.0160,0.0288
1047,0.0111,0.0213,-0.0160,0.0288
1048,0.0102,0.0217,-0.0160,0.0288
1049,0.0093,0.0221,-0.0160,0.0288
1050,0.0084,0.0225,-0.0160,0.0288
1051,0.0075,0.0228,-0.0160,0.0288
1052,0.0065,0.0231,-0.0160,0.0288
1053,0.0056,0.0234,-0.0160,0.0288
1054,0.0046,0.0236,-0.0160,0.0288
1055,0.0036,0.0237,-0.0160,0.0288
1056,0.0026,0.0239,-0.0160,0.0288
1057,0.0016,0.0240,-0.0160,0.0288
1058,0.0006,0.0240,-0.0160,0.0288
1059,-0.0004,0.0240,-0.0160,0.0288
1060,-0.0014,0.0240,-0.0160,0.0288
1061,-0.0024,0.0239,-0.0160,0.0288
1062,-0.0034,0.0238,-0.0160,0.0288
1063,-0.0043,0.0236,-0.0160,0.0288
1064,-0.0053,0.0234,-0.0160,0.0288
1065,-0.0063,0.0232,-0.0160,0.0288
1066,-0.0072,0.0229,-0.0160,0.0288
1067,-0.0082,0.0226,-0.0160,0.0288
1068,-0.0091,0.0222,-0.0160,0.0288
1069,-0.0100,0.0218,-0.0160,0.0288
1070,-0.0109,0.0214,-0.0160,0.0288
1071,-0.0118,0.0209,-0.0160,0.0288
1072,-0.0126,0.0204,-0.0160,0.0288
1073,-0.0135,0.0199,-0.0160,0.0288
1074,-0.0143,0.0193,-0.0160,0.0288
1075,-0.0151,0.0187,-0.0160,0.0288
1076,-0.0158,0.0180,-0.0160,0.0288
1077,-0.0166,0.0174,-0.0160,0.0288
1078,-0.0173,0.0167,-0.0160,0.0288
1079,-0.0180,0.0159,-0.0160,0.0288
1080,-0.0186,0.0152,-0.0160,0.0288
1081,-0.0192,0.0144,-0.0160,0.0288
1082,-0.0198,0.0136,-0.0160,0.0288
1083,-0.0203,0.0128,-0.0160,0.0288
1084,-0.0208,0.0120,-0.0160,0.0288
1085,-0.0213,0.0110,-0.0160,0.0288
1086,-0.0218,0.0101,-0.0160,0.0288
1087,-0.0222,0.0092,-0.0160,0.0288
1088,-0.0225,0.0083,-0.0160,0.0288
1089,-0.0229,0.0074,-0.0160,0.0288
1090,-0.0231,0.0064,-0.0160,0.0288
1091,-0.0234,0.0054,-0.0160,0.0288
1092,-0.0236,0.0045,-0.0160,0.0288
1093,-0.0238,0.0035,-0.0160,0.0288
1094,-0.0239,0.0025,-0.0160,0.0288
1095,-0.0240,0.0015,-0.0160,0.0288
1096,-0.0240,-0.0005,-0.0160,0.0288
1097,-0.0240,-0.0015,-0.0160,0.0288
1098,-0.0239,-0.0025,-0.0160,0.0288
1099,-0.0238,-0.0035,-0.0160,0.0288
1100,-0.0236,-0.0045,-0.0160,0.0288
1101,-0.0234,-0.0054,-0.0160,0.0288
1102,-0.0231,-0.0064,-0.0160,0.0288
1103,-0.0229,-0.0074,-0.0160,0.0288
1104,-0.0225,-0.0083,-0.0160,0.0288
1105,-0.0222,-0.0092,-0.0160,0.0288
1106,-0.0218,-0.0101,-0.0160,0.0288
1107,-0.0213,-0.0110,-0.0160,0.0288
1108,-0.0209,-0.0119,-0.0160,0.0288
1109,-0.0203,-0.0128,-0.0160,0.0288
1110,-0.0198,-0.0136,-0.0160,0.0288
1111,-0.0192,-0.0144,-0.0160,0.0288
1112,-0.0186,-0.0152,-0.0160,0.0288
1113,-0.0180,-0.0159,-0.0160,0.0288
1114,-0.0173,-0.0167,-0.0160,0.0288
1115,-0.0166,-0.0174,-0.0160,0.0288
1116,-0.0158,-0.0180,-0.0160,0.0288
1117,-0.0151,-0.0187,-0.0160,0.0288
1118,-0.0143,-0.0193,-0.0160,0.0288
1119,-0.0135,-0.0199,-0.0160,0.0288
1120,-0.0126,-0.0204,-0.0160,0.0288
1121,-0.0118,-0.0209,-0.0160,0.0288
1122,-0.0109,-0.0214,-0.0160,0.0288
1123,-0.0100,-0.0218,-0.0160,0.0288
1124,-0.0091,-0.0222,-0.0160,0.0288
1125,-0.0082,-0.0226,-0.0160,0.0288
1126,-0.0072,-0.0229,-0.0160,0.0288
1127,-0.0063,-0.0232,-0.0160,0.0288
1128,-0.0053,-0.0234,-0.0160,0.0288
1129,-0.0043,-0.0236,-0.0160,0.0288
1130,-0.0034,-0.0238,-0.0160,0.0288
1131,-0.0024,-0.0239,-0.0160,0.0288
1132,-0.0014,-0.0240,-0.0160,0.0288
1133,-0.0004,-0.0240,-0.0160,0.0288
1134,0.0006,-0.0240,-0.0160,0.0288
1135,0.0016,-0.0240,-0.0160,0.0288
1136,0.0026,-0.0239,-0.0160,0.0288
1137,0.0036,-0.0237,-0.0160,0.0288
1138,0.0046,-0.0236,-0.0160,0.0288
1139,0.0056,-0.0234,-0.0160,0.0288
1140,0.0065,-0.0231,-0.0160,0.0288
1141,0.0075,-0.0228,-0.0160,0.0288
1142,0.0084,-0.0225,-0.0160,0.0288
1143,0.0093,-0.0221,-0.0160,0.0288
1144,0.0102,-0.0217,-0.0160,0.0288
1145,0.0111,-0.0213,-0.0160,0.0288
1146,0.0270,-0.0121,-0.0160,0.0336
1147,0.0128,-0.0203,-0.0160,0.0289
1148,0.0137,-0.0198,-0.0160,0.0289
1149,0.0145,-0.0193,-0.0160,0.0290
1150,0.0153,-0.0189,-0.0160,0.0291
1151,0.0162,-0.0184,-0.0160,0.0292
1152,0.0170,-0.0179,-0.0160,0.0294
1153,0.0178,-0.0174,-0.0160,0.0296
1154,0.0187,-0.0169,-0.0160,0.0299
1155,0.0195,-0.0165,-0.0160,0.0301
1156,0.0203,-0.0160,-0.0160,0.0304
1157,0.0212,-0.0155,-0.0160,0.0307
1158,0.0220,-0.0150,-0.0160,0.0311
1159,0.0228,-0.0146,-0.0160,0.0314
1160,0.0237,-0.0141,-0.0160,0.0318
1161,0.0245,-0.0136,-0.0160,0.0323
1162,0.0253,-0.0131,-0.0160,0.0327
1163,0.0262,-0.0126,-0.0160,0.0332
1164,0.0270,0.0121,-0.0160,0.0336
1165,0.0278,-0.0116,-0.0160,0.0341
1166,0.0286,-0.0110,-0.0160,0.0346
1167,0.0294,-0.0104,-0.0160,0.0350
1168,0.0301,-0.0097,-0.0160,0.0354
1169,0.0307,-0.0090,-0.0160,0.0358
1170,0.0313,-0.0082,-0.0160,0.0361
1171,0.0319,-0.0074,-0.0160,0.0364
1172,0.0324,-0.0066,-0.0160,0.0367
1173,0.0328,-0.0057,-0.0160,0.0369
1174,0.0332,-0.0048,-0.0160,0.0371
1175,0.0335,-0.0039,-0.0160,0.0373
1176,0.0337,-0.0029,-0.0160,0.0374
1177,0.0339,-0.0020,-0.0160,0.0375
